record_id,source,protein_id,pdb_id,chain_id,sequence_sha256,sequence_length,joint_homology_group,canonical_dataset_role,experimental_cv_fold,label_availability
SOPPCL__2jvv,soppe_legacy,2jvv,2jvv,A,06a498670846ef66edc1cfeb66784a1827a89df60a7c109c53afa78de16db001,59,JHG30_bb6ac548f795,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jvw,soppe_legacy,2jvw,2jvw,A,9081d8e78f70cdb36d6e63641efddb3307306f842640d6fa552ee5dc9cc632f0,82,JHG30_0fe308c3a389,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jw1,soppe_legacy,2jw1,2jw1,A,364190be209cc6398319b208d2f8626e838ef6e19280afd5bfff8c973f5c72f8,115,JHG30_5f33f7b5fd55,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jw5,soppe_legacy,2jw5,2jw5,A,bc38ed9510f0d0019608ddf07c7cf1ba88e7bdc4597e7ce9f4afd92f753908b0,106,JHG30_5e89ee0f8a6d,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2jw8,soppe_legacy,2jw8,2jw8,A,b6208c396aacb3f767ad60e00d8d43937485f421968ef8a1f07d8ad9a9f18b14,118,JHG30_691c37c11e3f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jwh,soppe_legacy,2jwh,2jwh,A,13dc5c50b83b60853b3f907eedae2ebc0041ef2ed4286d9b850f732bfaa3b526,48,JHG30_a46cd4dcf5b5,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jwk,soppe_legacy,2jwk,2jwk,A,1080fa306bcd6c10623b662228e3f7114588c660f6cc75e970d21532c7e5c6b2,74,JHG30_cd303b0f6572,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jwn,soppe_legacy,2jwn,2jwn,A,919de5c436bdcd2b663ecedcb121ce738bdb6bb26790a8630d9c593b64cd8fe8,124,JHG30_4c7c9cea6f66,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jwy,soppe_legacy,2jwy,2jwy,A,503d13cd2372f9f0757c9099d2b59f16956a95d1f8c66cfb090af3613507c842,168,JHG30_62c299682085,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jx0,soppe_legacy,2jx0,2jx0,A,48510dbc424b7bc854b053c2e10e12009df8b67212e18cce28fdea2938d14a45,131,JHG30_eebf69f4ab6b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jx3,soppe_legacy,2jx3,2jx3,A,609eba38f323e2e86dce342620d42b086afdded674625f101eb5a6c81a9e7b27,110,JHG30_49f0b0404b63,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2jx5,soppe_legacy,2jx5,2jx5,A,63526d06d469e48881b34b4b23a8a70520272174206cedd60ac65312470ba2b8,69,JHG30_23ba8634c745,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jx9,soppe_legacy,2jx9,2jx9,A,f3ff35056abc01e7897c0592246a57020be4ffe7e62aa7cd721035ab61a2281b,106,JHG30_aa7a66f31e15,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jxb,soppe_legacy,2jxb,2jxb,A,3cc62730f3b61149a912eaf4f4b86d2a010e9e5f17e9aa1f5d570f60a1b20c76,86,JHG30_32e87a93c89d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jxc,soppe_legacy,2jxc,2jxc,A,f183bdbbfefd2bad3a1272e8003d2601870b21e4ac1e91495dbb064013b7bd56,95,JHG30_abd07ff957e9,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jxp,soppe_legacy,2jxp,2jxp,A,63538526378d6698158319f7eff2a172818ce44289c445af9f9d46a3ac624293,155,JHG30_9b3f2554eb8e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jxu,soppe_legacy,2jxu,2jxu,A,9b4e0b91f97e33089c57ad84522a0675ddef99b8b4d90f6ff05ba3da4c214e0f,153,JHG30_de9796c93e38,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jxx,soppe_legacy,2jxx,2jxx,A,0145e514af9a8915058f294f72fdc4f04d7a19459a71d69daed099861c24d422,78,JHG30_b76a6237eeca,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jy9,soppe_legacy,2jy9,2jy9,A,39aa1a61a6460f47168f089bffdcec5c18abb666d3966526c23f9ea958a7d004,148,JHG30_9c8b3ce3b910,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jye,soppe_legacy,2jye,2jye,A,1ab967feae07a28ff4d04fd871eafa18c01b65f81b57c34f932f72980061f36c,72,JHG30_f464af3d2c60,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jyn,soppe_legacy,2jyn,2jyn,A,745f69108fc6c24952b80ca4bd94410a43f8e4ca99342a97b8f56aab9438cad7,146,JHG30_341c8cc0a0fd,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jys,soppe_legacy,2jys,2jys,A,262a65afa167e0249dc553ec868917923f4d29af425f5ba60164d35b888fe28d,91,JHG30_4286a2841130,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jz1,soppe_legacy,2jz1,2jz1,A,e475d0efac263fb8c4eab801feaa075409e66a711cc135abe406d32399e5f2f1,80,JHG30_9e330e7fff42,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jz4,soppe_legacy,2jz4,2jz4,A,6fbd6d53b66512793c8654886d88711e501a7e1cf0cf02fe98638152c70585d2,299,JHG30_722f5a0c338b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jz6,soppe_legacy,2jz6,2jz6,A,fff140814fe0a6af6b5aaf5bc36ade1839df5aa81bf2e519c76316aa11d27f75,77,JHG30_de5c25f1b158,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jz7,soppe_legacy,2jz7,2jz7,A,aa87e200aa2429654bcc7cfe13d4e02a5ff10fd7a4feabacb8b06989039d851c,81,JHG30_257e2336f0f7,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jz8,soppe_legacy,2jz8,2jz8,A,77553686f31045e0a44b2f5cbd70c73667a3da8d40eecc26eb130e80254651bb,87,JHG30_ce73d171e18d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jza,soppe_legacy,2jza,2jza,A,d84a80a5f164d86b5cd3d22558acc9479b3e9328d92495b6aff03b0b00f797ba,130,JHG30_c811ad29b70a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jzc,soppe_legacy,2jzc,2jzc,A,5526581039a73b39346f2676bd06c4bb5b10f1f8770867e8f76ab8feaac32d4b,201,JHG30_6cea9f13e197,weak_train,-1,included_in_development_residue_labels
SOPPCL__2jzr,soppe_legacy,2jzr,2jzr,A,1eb448ddf1046ad4a113b62fad0cfc804b7470dc0e53d8b9ee110a042cef1eab,144,JHG30_bc6d6b56fce7,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2jzv,soppe_legacy,2jzv,2jzv,A,f6030f1d278ab10df4343ec30d0b170e146eb27b8cb680ffdbe3dfa2ba79ba6c,111,JHG30_5dd9604335f3,quarantine_metadata_only,-1,excluded_quarantine_metadata_only
SOPPCL__2jzx,soppe_legacy,2jzx,2jzx,A,b01d7e041b592ea0ae58458e3d67127826eba070e1e2558b80cfc848d7230025,160,JHG30_25fbc55d9c17,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k02,soppe_legacy,2k02,2k02,A,1dfa76398bc91b33ade6e1b221a3f47a08324fa1b647dcae21ddcb3232d443a8,79,JHG30_77040abf1465,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k07,soppe_legacy,2k07,2k07,A,2fea67dd5eadaface271653f1faadf56aadfeee87bf6c4101dbb6734d0dc43e7,175,JHG30_1a90e5930b32,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k0a,soppe_legacy,2k0a,2k0a,A,f39c950181f1e6d005a5d0e9044b30faaebf79dca80dfa654cb6241e40908125,109,JHG30_b5449b082272,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k0d,soppe_legacy,2k0d,2k0d,X,88244cce684b0f1d4ea0ec45c0e2e5c720e1c7e84b434baed4b4177ef6a8db32,93,JHG30_ed195d8c3f36,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k0l,soppe_legacy,2k0l,2k0l,A,3eee76c33ac8dc51f162d849a8452c512d0c8496593466ba442594131c7dd175,210,JHG30_85957ed73635,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k0m,soppe_legacy,2k0m,2k0m,A,2149434bc2dfccc6a582e628ef3ef99ed21812c92e7c5e55afb75e0f505030a4,104,JHG30_d3996a046b1f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k0r,soppe_legacy,2k0r,2k0r,A,e0df418c4e1d8531ecdeb7c90e6a18e5f9b83214ab8137eb30822d40b903f4dc,128,JHG30_88e57a527f8d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k13,soppe_legacy,2k13,2k13,X,b6e6049d1e73e47c3e0319868674c75a88f3b9cd39073d81e6437397f186871f,103,JHG30_73c3736dc24f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k18,soppe_legacy,2k18,2k18,A,b7bf85407ce88286ac060f0e3e457a2b285ae9df35b68ffbeb2e43d156f4320e,228,JHG30_784fbff2a938,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k19,soppe_legacy,2k19,2k19,A,66e4eb6b11aa820961438bbd713fb40c76752869426305241e5b01eb1407fedf,98,JHG30_d9963ee4506a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k1g,soppe_legacy,2k1g,2k1g,A,837641d6cb422dc4aef5dd7f8beff645d571c46e8745c67f9f38c5363e53141d,129,JHG30_78560fa6f4cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k1m,soppe_legacy,2k1m,2k1m,A,1bb58f541598e303c079f0326f289c5561cd075322075c290cbf75a8cc48dee6,95,JHG30_1c0e6c202ada,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k1o,soppe_legacy,2k1o,2k1o,A,0c713b3f6c1cce0ae0f82dbf354e5e464b95dbe3fecf0a9442083cd472221a8c,54,JHG30_19b385d8a560,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k21,soppe_legacy,2k21,2k21,A,9030d4df722ec87af6cab5a0824cae454c95a7868dc213c0784db1519eaf6263,129,JHG30_2e227b8285a0,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k27,soppe_legacy,2k27,2k27,A,c4e961baf5535b7b52197ab22df717700693e551dc5bbefe2c1f3b132c235b11,159,JHG30_940e112f3480,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k29,soppe_legacy,2k29,2k29,A,c8ee1bd09f8e895964b351dd30982c7628220ad05f8a10f2b758e2ad31af5dd1,50,JHG30_d02eb872700a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2b,soppe_legacy,2k2b,2k2b,A,ffd58096432335b1dba6dbcc4d2a7b9495aff0841be21d110a759ce306bcc260,111,JHG30_aba6d690d971,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2d,soppe_legacy,2k2d,2k2d,A,c07fd598591c261fcc804e3aeeece2416bb8c2ac8b567d512378238bf8dfb9be,47,JHG30_cb4eefd699c3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2e,soppe_legacy,2k2e,2k2e,A,ae688b1ff5c8aeac4b21b3bcd1ad8e4744457a4d49613b70dc8675f532e669c1,158,JHG30_d43c4fb11b1d,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2o,soppe_legacy,2k2o,2k2o,A,3dac3af49e3a56e3ecbe49f91b895709689e745313be364cd78d376b6ff4007c,123,JHG30_8b30b81c5353,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2q,soppe_legacy,2k2q,2k2q,A,a2fc3802878d2d49e85f2ec2d7945c7030382a437c48761208f350d730c940e9,82,JHG30_b87ca367e600,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2r,soppe_legacy,2k2r,2k2r,A,bb4639207f66d2a1630f8fd29850c0f3bc7dcf08e71bfc368b2baf1c30b0fc86,129,JHG30_8aee5e3b3994,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2v,soppe_legacy,2k2v,2k2v,A,d57b98e33ca81873c68bd1ef02e1ae9568550304e2e06adf8a9bddc4bbd6177d,126,JHG30_a71f2e85df07,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k2w,soppe_legacy,2k2w,2k2w,A,3b8967b97a48983665612a77dbea01c4ef81ece32fa8e284df84e26b8afda329,111,JHG30_cd863d237680,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k31,soppe_legacy,2k31,2k31,A,790b418aff60444e0ea9331d4aeec42da9e66c8213d10e1b113adb493c3f50e9,149,JHG30_9535870ef2df,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k32,soppe_legacy,2k32,2k32,A,3ab53c69f04732fb686b7feec13098fd174c45219698724fcd11d3984729ccd2,116,JHG30_cf697e4defb1,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k36,soppe_legacy,2k36,2k36,A,4d1389d34414c55a7a7bd7594eaa9571eb67f83442ca4d87bbfd03d5664600df,149,JHG30_acb4f0852a80,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3a,soppe_legacy,2k3a,2k3a,A,185a36a4446924cb1b5e6ce83b2bfe7ed896f8e709ec85b4486ce0e35006d886,155,JHG30_69c32c26f424,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3d,soppe_legacy,2k3d,2k3d,A,f9a9954c1cf5f0911a8efff24dc750bf98f0e9134e741234e51c48d001881a14,87,JHG30_b9543506e91e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3g,soppe_legacy,2k3g,2k3g,A,a2f7d8e7309306e546ac922bda5e5e12a9e0fa3106cfa06ff1747304c9478e6e,102,JHG30_814e38d02b06,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3i,soppe_legacy,2k3i,2k3i,A,2ad8fdc2d75ab984e1c31c38e56602443f73a296726f8de9f4a489f93b75a265,109,JHG30_93997c140c1f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3j,soppe_legacy,2k3j,2k3j,A,c935eafea2b56931e687431614ccbbfca31a6c65b34e97d9a22e84c3725ea551,65,JHG30_09c3e7c73956,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3k,soppe_legacy,2k3k,2k3k,A,604e235a3ff652fd2314b559c045edfac6727c49145af874b294195db8f8cea5,104,JHG30_4f5159a3f439,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k3m,soppe_legacy,2k3m,2k3m,A,bdc14308866867644a8f3bd418dc14d1761b6cfeb4ef9956d0cec8de3dda4e85,127,JHG30_dca40385ba29,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k3p,soppe_legacy,2k3p,2k3p,A,b485d089ca385786b08a12ac9cecadee9eb3a4d9300ce8e9da49cc07a3cba8d3,161,JHG30_9e15109c318c,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k3r,soppe_legacy,2k3r,2k3r,A,1af85cb59fdb770bf83f544d894785260a7493d40d14d4c938b8f1b55fa6b963,91,JHG30_ae3df60684a8,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k3v,soppe_legacy,2k3v,2k3v,A,e396881e928432e52573d32e0202a9adada588fbc4d9cf13d595121d0231ff4c,86,JHG30_73cb26d242af,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k46,soppe_legacy,2k46,2k46,A,802d1c80d08cdfc5661f42f2ffa01d8057fdf1bf5d2ec853e55a81b0f8d566a6,190,JHG30_519a87f8b598,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k47,soppe_legacy,2k47,2k47,A,e4cc4b33a09f5cc7d89ecbc3e04c649bd6874657fc56b76f679a3281ab53508f,73,JHG30_e0b262153f3b,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4b,soppe_legacy,2k4b,2k4b,A,57be5e0b43721ed7a6fcdd42b7c538cd8d930dee02bb5aa5c2967a7632db3420,69,JHG30_159b12778823,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4m,soppe_legacy,2k4m,2k4m,A,9a3cf17ce8058b382bd47e1d438cb385a9779954473ca4050a603bdb9f63334d,153,JHG30_220190216549,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4n,soppe_legacy,2k4n,2k4n,A,68519bc93cc2ce5b155b1badc6e524448982c0b2d71c175e300fc0970c0accc8,111,JHG30_1970d92725da,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4p,soppe_legacy,2k4p,2k4p,A,e061f473b39a1b977d9914364fa025c4c4d4a3c1b9c7023b4ca3ec25fece7437,65,JHG30_15a8da4e6ace,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4q,soppe_legacy,2k4q,2k4q,A,2c50c766cd088feb09862d58e292864c7410afd3e0a955a3941e469995646ee7,156,JHG30_ccc6e76b830c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4r,soppe_legacy,2k4r,2k4r,A,c083beb2065209a0c22001a6eba707ea9ee7dec3d92a75e03fd1aabcf3e8c259,77,JHG30_d946587f6212,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k4t,soppe_legacy,2k4t,2k4t,A,14d97cabc5f22759f4907895a17acccfeca9ffa467e71044e89f7698cf98973c,285,JHG30_12518e11dbc4,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4v,soppe_legacy,2k4v,2k4v,A,d0248f416229457965df75a64b68a9b161e712b60ddf2fdcc6371a3f9e38da2e,125,JHG30_408d7aec1adb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k4z,soppe_legacy,2k4z,2k4z,A,c8ebaa20fe2ff134a97a33ea98c090af1cce7876aa47c2c46bfe288a76791401,125,JHG30_5003d68abbe0,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k50,soppe_legacy,2k50,2k50,A,38faf3a501d3a348761c9d69ecb9a89311b64f2d6d2c19285bebb034be0450a5,110,JHG30_91be2c57cf26,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k54,soppe_legacy,2k54,2k54,A,5091365ac7547cc47a620f709eaa71659b0089604bd3b1f38dccc56484344a3e,123,JHG30_bfd919448a42,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5d,soppe_legacy,2k5d,2k5d,A,a9e6051978365bfe13f8a952a876318e0065d4031f5a32d457af40377ede3e5a,110,JHG30_e8ce3d85c04a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5e,soppe_legacy,2k5e,2k5e,A,6812017fd71e542712be1499c97ff8ea7092be0ac13fe169458812a8adb187b4,73,JHG30_efdd774b0d23,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5f,soppe_legacy,2k5f,2k5f,A,7de61dd2472bccd220c41d7399883401ba956c0d387a9d58fdba6b9050592017,105,JHG30_221aab6f3fd3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5h,soppe_legacy,2k5h,2k5h,A,48074c530a91d0a8ec77458bef1ca44659f426a0de3a826023cd4bff51fa2691,101,JHG30_938f57903485,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5i,soppe_legacy,2k5i,2k5i,A,baf63db0cb796f4c7d55ae4ebe54b17acb43215c392cb1d306757757475393a0,162,JHG30_7b37f80c137f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5j,soppe_legacy,2k5j,2k5j,A,fcf142d3d1905bb3a13bb4f24305f6f57c14799748f37c798616b25d421888bb,80,JHG30_433334e6a7a8,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5k,soppe_legacy,2k5k,2k5k,A,0bf4bb9cdeae1374be8fefb37e1d351043d291d2d0a7602711514be2255c8b08,62,JHG30_d04cb716ce5c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5n,soppe_legacy,2k5n,2k5n,A,6f8f72f00f0ee9162e7a48dbb5b9699ec9f3c126ddfa38d09e702e42fd57ff56,74,JHG30_d41a9a86a676,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5r,soppe_legacy,2k5r,2k5r,A,8991444c9c85dfac00fb748a0a8e8ffa9d7df249ca4170bbc8372f578a4d6e33,97,JHG30_fe8f3410383c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5s,soppe_legacy,2k5s,2k5s,A,4d9dd1285a853d05888bc4020705a3e616ed1b6265dec8122bd5227937942255,73,JHG30_2ea5b1ec410e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5t,soppe_legacy,2k5t,2k5t,A,a0d1464b99da62ec9dd68c3c8e49ac8423d116ed952620b25604b0f3d77b1303,128,JHG30_21e605956eab,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5v,soppe_legacy,2k5v,2k5v,A,b1f84632e35c802741b5467668f8cdd19f83971a5c1712ae5785b442454a823c,98,JHG30_dd7ba7dbedea,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k5w,soppe_legacy,2k5w,2k5w,A,ddb97e3540885f8c6579c6fec2847357436d7b94dab588ad0f73204348d214f6,111,JHG30_8a68c154095e,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k60,soppe_legacy,2k60,2k60,A,f55c428672af206a2848fd0e3d8d2a2ca464bc6d0d42c002947e148e1d0acf9f,150,JHG30_584a28e5c1bc,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k6h,soppe_legacy,2k6h,2k6h,A,2bfbffcfb5849455070cae66d353c871fe5e6c6f515245a04f36b1f357f161c8,248,JHG30_58fc96d6dadc,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k6i,soppe_legacy,2k6i,2k6i,A,a4dfaf53d16e45f685dcc93607f0c74ae581bdf01738f12743c65ed290590545,47,JHG30_e5bcbe5c6129,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k6p,soppe_legacy,2k6p,2k6p,A,b84df37539f2c36dbaae90f6d3025a2bd5dc37425ef2a83b30373c7a6c1d5076,84,JHG30_a2ccb2c9f346,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k6v,soppe_legacy,2k6v,2k6v,A,127729e1866b6ee5517675ee39c75cb6d28587b450af049af33c619ce501ba6e,172,JHG30_04146ce90aa7,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k73,soppe_legacy,2k73,2k73,A,28306de7cb2d4c631c9aecb86806ce0b1b312072f39ee8be84ff08bdccdbcf6f,183,JHG30_086b1570e0cb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k75,soppe_legacy,2k75,2k75,A,d9aa703764409af0f1b05520aaea2717cbd05f1356824d9cecf4c93ae0b2aec0,106,JHG30_ed7d13b8bd01,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k77,soppe_legacy,2k77,2k77,A,c2812648209169390764279ae8ce774c9bebbd33384dfa68c34bb8f521182c89,145,JHG30_a66d08315e8b,quarantine_metadata_only,-1,excluded_quarantine_metadata_only
SOPPCL__2k78,soppe_legacy,2k78,2k78,A,f93414c81c24dfb85225af193127cf2e33c45d6a4a689401a9281501542f429a,126,JHG30_b061212e68bb,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k7m,soppe_legacy,2k7m,2k7m,A,16261bf0ac2787628cb52c8d3b277bc01e7a31740c8a41d475196bb52089c7d6,109,JHG30_1077885ed866,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k7n,soppe_legacy,2k7n,2k7n,A,644ee930a794803a18aa1f98829f0e6c07cb7b36a48bd52753bf86fbf78cc2eb,203,JHG30_40809874d2c0,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k7q,soppe_legacy,2k7q,2k7q,A,49c00114746518137cae1312b33142771deb5c01e3271352a88ba6f129fa1921,191,JHG30_78c728395d68,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k7r,soppe_legacy,2k7r,2k7r,A,a2440fb8a6f33e83d035a31d60cbd51728a62997bebf94910d0b712a6f2ef5fb,106,JHG30_c12c55da48ad,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k7z,soppe_legacy,2k7z,2k7z,A,4ae1ad3ff6afc63fa865be132a7669ccaf8ae6c64ffd6dc8ecd419c469af3b3f,229,JHG30_97aad82945b3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k85,soppe_legacy,2k85,2k85,A,721dd8ce933965e3426962770874edccd598be3241448ffaeff45f6bb291bf31,65,JHG30_cc393ac5a0f3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k87,soppe_legacy,2k87,2k87,A,18b9618a1b4afb7e2f11550b97d3f61e514867254105991a2ebf132c0bf9e7ea,116,JHG30_173d57572082,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k88,soppe_legacy,2k88,2k88,A,e8ec0b3c2dc79f68402d9b4082f17f020655552ea0671c212a142feda8210f49,60,JHG30_6e7e27145327,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k89,soppe_legacy,2k89,2k89,A,cdbf1365c00484b080350fff992c38685de841aad75c558774e54115720e493f,80,JHG30_3bdf209d3b9a,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k8e,soppe_legacy,2k8e,2k8e,A,99eba98594c0529d0fa9836330e9252c4487b857405787203b48f60a4774ac44,116,JHG30_ab93e49c2763,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k8p,soppe_legacy,2k8p,2k8p,A,579fe2292a7c74544a278ed9b472abeaead409b9a28b47ad290390c284358cfb,189,JHG30_12bcd483fb6f,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k8q,soppe_legacy,2k8q,2k8q,A,a54e173191895f52bead2510efb9d7366a5fd71cb0e5302331ce1697bcecda62,134,JHG30_94209546221c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k8v,soppe_legacy,2k8v,2k8v,A,3494a8818d419042e365ea26465207885dd7560b325655c4c4dfd12e4e443a75,157,JHG30_c5426afdaba3,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k8y,soppe_legacy,2k8y,2k8y,A,978a9b0e562e8a6741f2ffea948e8f7a8e7e3ea1996ba47007c179378e0b967b,150,JHG30_4018a7fb2bc9,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k9a,soppe_legacy,2k9a,2k9a,A,f65337f1ed8c032ed850197e0d85f87e28155355e00810744b5cfbaf2cf28573,136,JHG30_a3eccc4f8727,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k9d,soppe_legacy,2k9d,2k9d,A,1ab8d69153640ee25d7a413bfa3f4fa0823854349fcf355dddf26c68cb004cc5,44,JHG30_402ce9a05940,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2k9m,soppe_legacy,2k9m,2k9m,A,5f1403a207e24eee67552d06839d8f68bf4ca5cdc000293d29c65e27b12c52bf,130,JHG30_35d6deb4be45,weak_train,-1,included_in_development_residue_labels
SOPPCL__2k9p,soppe_legacy,2k9p,2k9p,A,993423fdd42a6f8ee53307ddd4f8155c2d55b76aaf32ba8d937e7db412a5c913,80,JHG30_0d7d38c789af,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ka3,soppe_legacy,2ka3,2ka3,A,6ed9e2390c0d0ed37b241d5b86a55fe29627c78c0e732a9913b143c4284277e3,131,JHG30_8ce31546c33c,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ka4,soppe_legacy,2ka4,2ka4,A,8da767615af6ac994fbf94f9c9a3875e7716f15bfe79da919b084f8c59ae3125,100,JHG30_9a772ed4d4bf,weak_train,-1,included_in_development_residue_labels
SOPPCL__2ka5,soppe_legacy,2ka5,2ka5,A,f4674d40cdeeb0584cc47fee49ca45a07b45ccf15f8104b2fbd0910e509a8948,125,JHG30_1770728efffa,weak_validation,-1,included_in_development_residue_labels
SOPPCL__2ka6,soppe_legacy,2ka6,2ka6,A,c041a402f8bbc6464c1c87770ac0a6aaae8bdab8347edab190fd3c9add92e44c,92,JHG30_23b9487a3ee5,weak_train,-1,included_in_development_residue_labels
